URL,Title,Sub-heading,Description,Content under product listing
https://jrdunn.com/designer-jewelry-by-category/necklaces/lockets.html,LOCKET NECKLACES,,"A locket is a decorative and sentimental piece of jewelry that may be considered an heirloom-in-the-making. Highly personalized, these pendants that open to reveal storage space suited to a photograph, lock of hair or other keepsake have a discreet charm. Generally worn on a chain around the neck, they work equally well when put on a charm bracelet. Classically designed, lockets experienced great popularity during the Victorian Era, and have been modernized for today’s women. Crafted in precious metals, they may have round, oval and heart shapes. The latter forms are particularly notable in jewelry from Aaron Basha, John Hardy and J.R. Dunn Jewelers’ in-house, award-winning designer Robert Pelliccia. Aaron Basha’s version features colorful enamel flowers and diamonds. The double heart locket pendant necklace from John Hardy is part of the designer’s Classic Chain collection. And Pelliccia’s message locket, available in white, rose and yellow gold finishes is ready to hang on a chain. These “blasts from the past” will take you well into the future.",
https://jrdunn.com/diamonds-engagement-rings/verragio/renaissance.html,Verragio Renaissance Engagement Rings,,Verragio Renaissance engagement rings combine traditional styles with modern design. Each ring features detailed settings and unique halo designs. They are ideal for anyone who wants a classic look with a personal touch.,
https://jrdunn.com/designers/roberto-coin/earrings.html,ROBERTO COIN EARRINGS,,"Designs by Roberto Coin are effortlessly stylish, and these earrings are no different. With gorgeous earrings from Roberto Coin’s various collections, there is sure to be a beauty for you. From the classically understated to the bold and colorful, each of these earrings is enhanced by Roberto’s signature: a hidden ruby. The beautifully intricate designs from the Mauresque Collection feature sparkling diamonds set in 18 karat yellow gold, perfectly paired with a simple pendant. For a new spin on a set of studs, the Profile Studs from the Cento Collection perfectly marry the classic and modern, with these .50 or 1.50ctw. studs set in 18kt gold.",
https://jrdunn.com/watches/tudor-watches/black-bay-pro.html,TUDOR BLACK BAY PRO,,"Designed for exploration, the TUDOR Black Bay Pro blends rugged functionality with refined craftsmanship. Featuring a 39mm steel case, fixed 24-hour bezel, and opaline dial, this compact GMT tool watch is powered by the COSC-certified Manufacture Calibre MT5652. Whether you're tracking a second time zone or navigating daily life, the Black Bay Pro delivers exceptional performance with signature TUDOR style. Available with steel bracelet, fabric, or hybrid rubber-leather strap options.",
https://jrdunn.com/designer-jewelry-by-category/mens.html,Designer Men's Jewelry,,"Fashionable bead bracelets, Cuban Link necklaces and diamond stud earrings. Something for every man.",
https://jrdunn.com/watches/tudor-watches/black-bay.html,TUDOR BLACK BAY WATCHES,,"The Black Bay collection is filled with timeless designed sport watches. These Swiss made Automatic watches are almost all equipped with a Manufacture TUDOR movement, the 32, 36 and 41 being the only exceptions. Unique watches in this collection are releases such as the Black Bay P01, the Chrono with a movement built in partnership with Breitling and the very popular Black Bay GMT.",
https://jrdunn.com/designers/messika/glamazone.html,MESSIKA GLAM’AZONE COLLECTION,18K GOLD NECKLACES,"The Messika Glam’azone Collection presents bold jewelry designs all crafted in flawless 18K yellow gold, rose gold, and white gold. Rows of diamonds and gold create an exotic look that can be dressed up or down. Explore these modern Messika jewelry pieces that will give your outfit a boost of feminine confidence.",
https://jrdunn.com/designer-jewelry-by-category/rose-gold-jewelry.html,ROSE GOLD JEWELRY,,"Rose gold, also known as pink gold, has become a favorite metal choice in the jewelry world. Explore our selection of 18K and 14K rose gold metal jewelry including rose gold necklaces, rose gold bracelets, rose gold earrings, and rose gold rings. Perfect as a gift or keepsake, this precious metal will add a feminine and romantic touch to any jewelry collection.",
https://jrdunn.com/diamonds-engagement-rings/all-engagement-ring-styles/bezel-engagement-ring.html,Bezel Engagement Rings,Clean modern lines show off the center diamond in bezel set engagement rings. ,"Shop our collection of bezel set diamond rings including ovals, emerald cuts, round, and pear shaped diamonds in your choice of yellow or white gold. Bezel set engagement rings offer a modern touch on a simple solitaire, surrounding the center diamond securely with style. Bezel set diamond engagement rings look beautiful with different shaped center diamonds, from the clean lines of a emerald cut with a bezel accenting it, to a simple round bezel engagement ring. Our collection is proudly made in-house by skilled and experienced master artisans. Choosing a bezel set diamond ring is not only a distinctive choice, but it's also a secure one. Surrounding your diamond in metal tends to be much more secure than their prong counterparts. A bezel can also add to the illusion of having a larger diamond in its center. You could also choose a partial bezel set engagement ring, with the bezel going around only part of the diamond, leaving the remaining open for the light to sparkle.",
https://jrdunn.com/designers/roberto-coin/obelisco.html,ROBERTO COIN OBELISCO COLLECTION,GOLD PYRAMID JEWELRY PAVE SET WITH DIAMONDS,,
https://jrdunn.com/designer-jewelry-by-category/lab-created-diamond-jewelry/lab-grown-diamond-tennis-necklaces.html,LAB GROWN DIAMOND NECKLACES AND PENDANTS,,"Shop our collection of lab grown diamond necklaces and lab diamond pendant necklaces available in different carat sizes and crafted in 14k gold. From lab created diamond necklaces in a riviera style to a single solitaire lab diamond pendant, find the perfect giftable to celebrate your special occasions. Each lab diamond necklace are carefully crafted for utmost sparkle and style that will remain timeless. Discover the full collection and find the right lab diamond pendant or lab tennis necklace you’ll love for a lifetime.",
https://jrdunn.com/designers/private-label-collection/bezel-jewelry.html,BEZEL DIAMOND AND GEMSTONE JEWELRY AT J.R.DUNN,,"SHOP OUR COLLECTION OF BEZEL SET DIAMOND JEWELRY AS WELL AS BEZEL GEMSTONES LIKE EMERALDS, SAPPHIRES AND MORE. THE MODERN EDGE OF A BEZEL SET PIECE ELEVATES A CLASSIC TO ANOTHER LEVEL, PERFECTLY PAIRED WITH OUR OTHER PRIVATE LABEL DIAMOND ESSENTIALS. OUR BEZEL DIAMOND TENNIS BRACELETS ARE A CLIENT FAVORITE THAT MAKE A PERFECT ADDITION TO YOUR COLLECTION.",
https://jrdunn.com/designer-jewelry-by-category/necklaces/chain-necklaces/franco-chain.html,GOLD FRANCO CHAINS,THICK TO THIN,,"The Franco chain is in the family of the wheat chain with a tightly braided chain of gold. This style of necklace in thinner millimeter styles is perfect to hang a medallion or pendant on or to layer with your other chains. A wide, thicker Franco chain is a statement piece and gaining popularity among celebrities."
https://jrdunn.com/designers/spinelli-kilcollin/earrings.html,SPINELLI KILCOLLIN EARRINGS,,"Microhoops and Macrohoops by Spinelli Kilcollin are the perfect addition to any ear stack. Made of mostly recycled materials in 18K yellow gold, rose gold and white gold. Spinelli Kilcollin's dedication to ethically sourced materials and fine quality show in their attention to detail in these beautiful earrings. You can always add sparkle to your ears with the small diamond pave earrings.",
https://jrdunn.com/watches/tudor-watches/1926.html,TUDOR 1926 WATCHES,,"When a watch brand names a collection after a particular year, it no doubt calls attention to the date. Founder Hans Wilsdorf, created the brand of Tudor a year prior and thus designed a watch to capure the DNA of it's earliest deisgns in 1926. Available in four different sizes, these stainless steel or steel and pink gold watches are a sophisticated entry into the TUDOR Family.",
https://jrdunn.com/designers/ef-collection/charms.html,EF COLLECTION CHARMS,,"Personlize and show off what has meaning for you with symbols of luck, faith, love and hope. Birthstones pendants to enhance your current necklace with birthstone charms for all around you of your children, grandchildren and the ones whom you hold dear.",
https://jrdunn.com/designer-jewelry-by-category/bracelets.html,Designer Bracelets,,"Shop our collection of luxury designer bracelets, featuring a variety of styles including gold and sterling silver bangles, beaded bracelets, charm bracelets, and sleek cuffs. Each bracelet is carefully crafted with high-quality materials, combining timeless elegance with modern designs. Whether you’re looking for an everyday accessory or a standout piece for a special occasion, you’ll find a bracelet that complements your style and reflects your taste for luxury",
https://jrdunn.com/designer-jewelry-by-category/necklaces/diamond-necklaces.html,Diamond Necklaces,,"Diamonds are classically glamorous, modern and sophisticated. Jewelry featuring the stunning stone, like necklaces, complements any outfit at any time! Whether set in cool white, sunny yellow and warm rose gold, diamonds reflect radiantly. The world’s top jewelry designers have created pieces for every style, taste and personality. The Roberto Coin Tiny Treasures collection offers a host of little luxuries that can share your story with the world. Showcase your hobbies, passions, initials and more; an adjustable chain lets you wear two pieces easily. The designer also presents Diamonds by the Inch, a bejeweled station necklace. Diamond necklaces from Chopard feature the house’s signature floating diamonds. Check out the Happy Diamonds, Happy Spirit and Miss Happy collections’ round and heart shapes! A sweet suite is easy to construct with companion earrings and rings. The edgeless diamond disc of a Phillips House Infinity line necklace, part of the Affair collection, sparkles from every angle. Find micro, mini, regular and large models within the glittering group. The gold-and-diamond pieces from Lana Jewelry and Zoe Chicco deliver seductive shimmer in a variety of shapes. It has been said that “diamonds are a girl’s best friend.” They are the perfect companion to every item in your wardrobe! Bring on a little bling today, with a diamond necklace!",
https://jrdunn.com/designers/baraka/necklaces.html,Baraka Necklaces,Contemporary elegance and bold masculinity.,"These necklaces are crafted to appeal to the modern man who values both style and durability, making them a statement piece in any wardrobe. The designs range from minimalist to more intricate, offering a versatile selection for various tastes.",
https://jrdunn.com/wedding-rings/mens-wedding-bands/two-tone.html,Mens Two Tone Wedding Rings,14k and 18k two tone wedding rings at J.R. DUNN ,"Explore our selection of men's two-tone wedding rings featuring white gold, yellow gold, rose, and blackened alternative metals. From yellow gold and white gold two tone classic men's wedding bands to modern white gold and rose gold styles. A two-tone men's wedding ring makes a classic style yet personal choice. Shop two-tone rings for men at J.R. DUNN.",
https://jrdunn.com/watches/g-shock/mt-g.html,G-SHOCK MT-G WATCHES,TOUGH SOLAR POWER AND WATER RESISTANT WATCHES BY CASIO,"GShock MT-G men’s watches take the timekeeping world to the next level with top of the line technology and sophisticated design. Casio’s MT-G watches are ideal for the working man who loves to dress up. Crafted by hand and in-house, this G-Shock highlights Multi-Band Atomic Timekeeping, GPS Hybrid Radio-Control, solar-powered dial, led light and Triple G resist. An MTG watch by G-Shock has everything the forward-thinking man may need.",
https://jrdunn.com/designers/john-hardy-jewelry/essentials.html,John Hardy Essentials Collection,14k and 18k two tone wedding rings at J.R. DUNN ,"Each item in this collection is designed with simplicity in mind, showcasing clean lines and timeless forms that can be effortlessly layered or worn solo. Crafted with the signature quality of John Hardy, the Essentials Collection emphasizes both style and durability, making these pieces perfect for daily wear. Whether it's a delicate bracelet or a minimalist pendant, each piece serves as a reminder that true beauty lies in the fundamentals.",
https://jrdunn.com/watches/wolf-watch-accessories.html,THE WOLF WATCH WINDER AND WATCH BOXES,LUXURY WATCH ACCESSORIES FOR STORAGE AND TRAVEL,"Wolf watch winders are suitable for every type of wristwatch with an automatic movement from vintage timepieces to modern sports watches. Once you've made an investment in a top quality watch you want to make sure you keep it running it's best and stored properly. Place the watch on one of the winding modules secured with a lock in cuff, which is framed by a locking glass cover to ensure utmost protection during the rotation programs. While it’s not in use, keep your timepiece in the best condition by storing it in a Wolf watch box or travel watch case to prevent dust. Available in a variety of finishes from black pebble faux leather to python, their watch rolls are the perfect accessory for the avid traveler to keep your timepiece protected during travel.",
https://jrdunn.com/watches/breitling/professional.html,Breitling Professional Watches,,One of Breitling’s core values is that form follows function. This is clearly embodied in the professional range of watches. These tool watches offer a wide variety of functions to assist in timing and search and rescue. These 100% Swiss watches are an amazing display of miniaturization and advanced technology.,"Title: Lightweight and wearable high tech watches
Description: Mainly produced in titanium, the professional series gives the wearer a state of the art piece of technology in a wearable, lightweight timepiece. Having no mechanical movements in the collection, the Professional series of watches are the only Breitlings in the collection that are battery powered by SuperQuartz technology.

Title: Breitling Emergency
Description: The Breitling Emergency gives the user the ability to - in an emergency - send a distress signal to search and rescue via its dual frequency PLB (Personal Locator Beacon) in conjunction with the COSPAS-SARSAT satellite system. The large case of the 51mm is actually very lightweight for its size due to the Grade 2 Titanium that it is crafted in.
Three variations of the Breitling Emergency are made available so that they may be worn in different settings. Examples of these include an all black, DLC coated titanium version on a rubber strap, a titanium version with a black dial on a black rubber strap, or a titanium version on a bracelet. Of course, the great thing about Breitling is you can always dress it up with a different strap with or after your purchase.

Title: Exospace B55
Description: Breitling’s entry into the Bluetooth connected watch is the Exospace B55. This watch features two different versions, one specifically for pilots and one for yachting. Both models feature the ability to see who is calling you on an LED screen, text message alerts, Outlook connected meeting alerts, and the ability to seamlessly set your watch on your smartphone. The Exospace B55 smart watch features a “Chrono Flight” feature that can assist a pilot or flight attendant with seamlessly tracking block on and block off timing.
The yachting version of the B55 is decorated with a colorful inner bezel representing the mariner flags and a compass bezel. This version also features the “Chrono Regatta,” a function that allows you to time when you leave and arrive. Available on either a blue rubber strap or a titanium bracelet, this watch is for those who want a luxurious watch with the ability to make needed calculations on the open seas.

Title: Breitling Rechargable Superquartz
Description: Both the Emergency and B55 carry a rechargeable battery with SuperQuartz technology. What is Superquartz? Breitling technology that makes the timepiece 10x more accurate than a standard battery-powered watch.
"
https://jrdunn.com/watches/michele/special-edition.html,Michele Special Edition Watches,Produced in small quantity or for limited runs. ,Gold and Diamond Watches for Women. Fashion watches built with swiss movements designed with women in mind. Interchangable straps for bracelet original versions with colorful seasonal.,
https://jrdunn.com/watches/tag-heuer/link.html,TAG Heuer Link Watches,Official TAG Heuer® Retailer,"The world's most comfortable bracelet modernized with a sleek, satin and high polish design. Whether you choose a mother of pearl version, a chronograph or and every day classic three hand the reliability of the TAG Heuer watchmaking. The Link collection features watches for men and watches for women in their respective sizes, 41mm and 32mm.",
https://jrdunn.com/wedding-rings/mens-wedding-bands.html,Mens Wedding Rings,Not your Grandfather’s ring ,"There’s more to the world of Men’s wedding rings than that plain gold band your grandfather wore. Whether it’s for that special man in your life or for yourself, J.R. Dunn has a wide variety of wedding rings to choose from. With choices from wood inlay, precious metals, to rugged alternative metals and many others J.R. Dunn is your source for all your wedding ring needs. J.R. Dunn is proud to have a wide selection of unique wedding rings for men. Not only do we partner with the world’s leading wedding ring designers but we also have a world renowned, award winning designer in store that creates designs exclusively for J.R. Dunn Jewelers. We have the capability to create any custom ring you can't find anywhere else.",
https://jrdunn.com/designers/messika/move/classique.html,MESSIKA MOVE CLASSIQUE COLLECTION,EVERY DAY DESIGNS THAT ARE MODERN AND ROMANTIC,"The Classique collection from Messika, where Move jewelry all began. Three moving diamonds set in pieces crafted in 18K yellow gold, rose gold, and white gold that can be worn for any occasion. Discover bracelets, rings, necklaces, and earrings that hold a timeless aesthetic with a modern twist.",
https://jrdunn.com/designers/gucci-jewelry/silver.html,GUCCI SILVER JEWELRY,,"Synonymous with jet-set glamour, the name Gucci evokes Italian style at its most luxurious and decadent. This unflappably cool collection features sterling silver necklaces, pendants, cufflinks, bracelets, and earrings. Proudly display your Gucci jewelry love in charm-like butterfly and heart-shaped earrings engraved with both the brand name and their source of origin: “Made in Italy.” Or, embrace the earthy elegance of bamboo in the Horsebit Silver Bracelet, which combines lacquered wood with precious metal. Showcase your flair for modern minimalism in Gucci’s Sterling Silver Ball Chain Earrings, where open circles dangle from a balance of five serenely beautiful beads. An understated élan defines the Marina series, as you’ll see in many of the collection’s chain bracelets and lustrous double-strand necklaces—a silver collection standout!",
https://jrdunn.com/jewelry-gift-ideas/anniversary-gifts.html,Anniversary Gifts,,Cherish and celebrate the love of your life. The most important,
https://jrdunn.com/designer-jewelry-by-category/necklaces/gemstone-necklaces.html,GEMSTONE NECKLACES,,"Gemstones set into necklaces include round, oval, square, pear and heart shapes, along with organic silhouettes. Some of today’s top designers create gemstone necklaces in figurative formation, as seen in jewelry designer Robert Pelliccia’s See Life collection. Blue sapphire and pink sapphire starfish and amethyst or opal octopi are available. Check out Marco Bicego’s Siviglia Resort collection, which boasts aquamarine and chalcedony; cool blues in warm yellow gold. The designer’s Paradise, Jaipur and Murano collections feature multicolor gemstone creations that incorporate a virtual rainbow. The John Hardy Classic Chain collection displays single gemstones, like amethyst, black chalcedony, citrine, London blue topaz or moon quartz with diamond. The Stephen Webster Superstone and Superstud collections showcase a blue cat’s eye collar necklace and crystal haze amethyst necklace, respectively. Look at the Ipanema collection from Roberto Coin for an eye-catching gemstone station necklace. Green agate or pink corundum necklaces from Dabakarov will bring a pop of color to your outfit. Let color influence your jewelry – and your life. A designer gemstone necklace will give you a look you love, efficiently and effectively! “I found I could say things with color and shapes that I couldn’t say any other way – things I had no words for.” - Georgia O’Keeffe",
https://jrdunn.com/designers/robert-pelliccia-designs/mens-collection.html,The Men's Collection Robert Pelliccia,One of a Kind Men's Rings and Bracelets ,"J.R.Dunn's exclusive designer has curated a special selection of men's jewelry featuring hand picked gemstones such as rubies, emerald, sapphires and diamonds. Traditional gent's rings are boring. Gift yourself or him a unique gent's ring to cherish and pass down.",
https://jrdunn.com/designers/ippolita/rings.html,IPPOLITA RINGS,,"Discover Ippolita’s variety of 18K gold, sterling silver, or two tone rings. Every collection offers uniquely designed rings in a multitude of styles including statement rings, bypass rings, stackable rings, and wrap rings. A number of these rings feature diamonds and gemstones that add something extra, while other rings stay classic with simply displaying the beauty of the precious metals. Enjoy the versatility of Ippolita jewelry with designs to suit every style.",
https://jrdunn.com/diamonds-engagement-rings/tacori/sculpted-crescent.html,Tacori Sculpted Crescent Collection,Distinctive design elements and quiet detail. ,"Tacori Sculpted Crescent collection of bridal jewelry. These refined modern classics have the brand’s signature crescent carved into the high-polish 18 gold or platinum inner face of each ring. Engagement rings offer a variety of foundations, from plain to split, and woven, along with glooms that will make your center stone blossom with enhanced brilliance. Matching women’s wedding bands are available in plain and diamond-embellished styles. Men’s wedding bands include polished and engraved metal options. The subtleties of a Sculpted Crescent engagement ring or wedding band make a stunning statement.",
https://jrdunn.com/wedding-rings/mens-wedding-bands/rose-gold.html,Mens Rose Gold Wedding Rings,Men's rose gold wedding rings at J.R. DUNN ,"Standing before all your friends and family, a glimmer catches the eyes of on-lookers as you slip his ring on his finger, the diamonds in his wedding band sparkling in the lights. Diamonds for men’s jewelry, whether it be watches, necklaces, pinky rings or wedding bands are gaining popularity. At J.R. Dunn we pride ourselves on an extensive selection of unique men’s wedding bands for your loved one.

Whatever diamond wedding band you choose, diamonds are a perfect representation of your spouse; precious, rare and beautiful. Men's diamond wedding rings are available with choices other than just your classic round shape. There are plenty of choices with princess cut diamonds, or contact us for something custom with a unique diamond shape. And although a simple straight line of diamonds in a channel set band might come to mind when you think of a man’s wedding band, there are plenty of single diamond wedding bands as well.",
https://jrdunn.com/-107665.html,ROSE GOLD & MIXED METAL DESIGNER RINGS,,"Everything's coming up rose gold these days, including jewelry design! Achieved by mixing yellow gold and copper, pink gold or ‘rose gold’ offers a softer metal tone than it’s more commonly used counterpart. Rose gold brings warmth to pieces, works well with colored gemstones, and complements virtually every skin tone. Check out Roberto Coin’s mix of modern and traditional jewelry designs available in rose gold. Tacori’s collections incorporate rose gold with a touch of California flair.Gucci’s whimsical rings create unique, Italian designer rose gold rings. Mixed metal jewelry beautifully combines either two precious metals such as white, yellow or rose gold for a two tone design. Rings from the John Hardy Palu and Naga collection, seamlessly blend 18kt gold and silver. Tacori mixes sterling silver with rose gold in the Blushing Rose, Classic Rock, Color Medley and Truffle collections. More dynamic duos can be found in yellow and white gold interlocking, rope and stackable rings. Tri-tone pieces include a bezel-set twist three-ring set, gold and pave diamond bypass ring, and five-row Marco Bicego Goa design with diamonds. Find your rose gold or mixed metal designer ring today in geometric, gladiator, infinity, knotted, linked, or two-stone styles, and more!",
https://jrdunn.com/designers/ippolita/new-arrivals.html,IPPOLITA NEW ARRIVALS,,"Explore all new arrivals from Ippolita featuring a variety of necklaces, bracelets, rings, and earrings. The Ippolita brand presents 18K gold and sterling silver fine jewelry with featured diamonds and gemstones, created for effortless, every day wear. Shop the latest trends from Ippolita to add a chic and classic look to your jewelry box.",
https://jrdunn.com/designers/ippolita/chimera.html,IPPOLITA CHIMERA COLLECTION,18K GOLD AND STERLING SILVER JEWELRY,"The Ippolita Chimera collection features a variety of two tone necklaces, bracelets, earrings, and rings. Each piece of jewelry displays the beautiful combination of 18K gold and sterling silver. These two precious metals will go with any outfit to be dressed up or down. Explore unique designs that will at a contemporary touch to your jewelry box.",
https://jrdunn.com/designers/gucci-jewelry/ring/mixed.html,GUCCI RINGS,,"Glamour and fine craftsmanship define Gucci rings. Made in Italy, pieces are well-designed and well-known. An enduring symbol since the 1930s, the Horsebit ring is fashioned in 18kt gold, some with diamonds. A cocktail style raises a smoky quartz gemstone to maximize its color. See a Diamantissima ring in 18kt yellow gold with hand-enamel or sterling silver. The criss-cross pattern or diamante motif are exclusive to Gucci. Flora and Bamboo collections are inspired by nature. An aureco black finish and wood material are special touches. The Icon collection boasts special finishes, too. Do you have jewelry made of white zirconia powder and synthetic black corundum? You can! An openwork Running G ring is opulent. And the 1973 ring has a vintage appeal. So many styles to choose from and only five fingers! What’s a girl or guy to do? We’ve got a few suggestions; Gucci rings are beautiful to wear, gift and treasure. Own your piece of Italian style today.",
https://jrdunn.com/designer-jewelry-by-category/earrings/hoop-earrings.html,HOOP EARRINGS,,"Hoop earrings are a must-have for every jewelry wardrobe. A practical and versatile item, these timeless classics are suitable for every occasion. Creations in sterling silver and gold will stand the test of time as your long-term go-to! Hoop earrings come in small, medium and large sizes. They may be round, oval or organically shaped; thick, thin or tapered. They may come full or semi-circle, hug your earlobe or resemble the letter J. The precious metal that they have been crafted from may be hammered, braided, or embellished with diamonds or other colorful gemstone. How many loops in your hoop is entirely up to you; there are styles with single, double and triple rings.",
https://jrdunn.com/designer-jewelry-by-category/bracelets/charm-bracelets.html,CHARM BRACELETS,,"Personalize these bracelets by adding charms to them or by wearing many of the prefixed charm bracelets together. Charm bracelets can be decorated with charms mixed with various colors, mantras, or religious symbols. Show what matters to you most and commemorate special occasions. If you need a special charm, contact our specialists for more information.",
https://jrdunn.com/watches/breitling/superocean/superocean-42.html,Breitling Superocean Automatic 42 Watches,,"The Breitling Superocean 42 collection features an assortment of dive watches with three different material choices, stainless Steel, steel and 18K red gold or bronze. Thin, unidirectional ceramic bezel makes for a functional 60 timeplase bezel. The bracelet and rubber strap versions from this collection are paired with a new micro-adjustment clasp for ease of wear.",
https://jrdunn.com/designer-jewelry-by-category/necklaces/y-necklaces.html,Y NECKLACES & LARIAT NECKLACES,,"Why a Y necklace? Why not? They are hot, on trend and look fabulous! This is a fashion find for today. Minimal and modern, they bring a touch of elegance to your outfits. Plunging pieces are, above all, pretty! Some of the world's top designers are embracing the style. Take a look at the Lana Jewelry diamond spike and Zoe Chicco Diamonds 2 collection short Y necklaces, also with gemstones. They are proof positive that Y necklaces are sexy, streamlined and make a statement. They add an edge. A close relative of the Y necklace, the lariat is a versatile piece of jewelry that is long in length and has no specific clasp on either end. It can be wrapped around your neck as you see fit. A long dangle presents elegant sophistication for formal occasions, like pieces from pearl aficionado Mikimoto; a shorter length is more casual and suitable to wear to work, too. Sterling silver lariat necklaces from the Tacori Sonoma Skies collection with your choice of amethyst or blue topaz and the John Hardy Naga collection silver and gold dragon lariat necklace fit the bill. Go ahead and indulge in a Y or lariat necklace today; they may quickly become your go-to pieces!",
https://jrdunn.com/-107662.html,DESIGNER WHITE GOLD RINGS,,"White gold reflects light beautifully, and is a reflection of your good taste in jewelry! It is a tried and true precious metal that has been used in rings since the beginning of history. The world’s top jewelry designers have created a variety of ring styles in white gold, with many forms taking shape, from bar to chevron, crossover, geometric, infinity, interlocking, overlapping and more! Marco Bicego Goa three-, five-, seven- and nine-strand rings. White gold Mikimoto rings enhance the cool hues of their Akoya pearl adornment. Roberto Coin 100-facet Cento diamonds sparkle in white gold floral and knot motifs. Look for rings where white gold stands proudly as the sole protagonist, like the Gucci Bamboo collection. Take note of how well white gold mixes with colored gemstones, too. White gold rings are bright, suited to day and night, and always at the height of fashion.",
